"","b_Intercept","b_z","b_NK","b_FishBiom","b_z.NK","sd_stream__Intercept","r_stream.1.Intercept.","r_stream.2.Intercept.","r_stream.3.Intercept.","r_stream.4.Intercept.","lprior","lp__"
"1",0.603756918953939,-0.0910837881195439,1.04073565070106,0.541027045053222,0.123402075316017,0.457665974712455,-0.144250192713418,-0.234353144306572,0.369765088300022,0.119179419107231,-3.23596245924841,-268.050894329219
"2",0.284441455915324,-0.0616825752680477,0.232869224737959,0.842078220244214,0.132998344886559,1.06888897034878,0.515469476809536,0.928894778897225,1.30012436033558,1.12957174465437,-3.26099194704005,-266.893109100653
"3",0.202727742933352,-0.0792015496806678,0.238951018198959,0.989253297178833,0.142691170560348,1.00597967204861,0.716916928078306,0.69323570900368,1.87555352390422,1.1710507636715,-3.2542131124441,-268.645329147921
"4",-0.0972971484197827,0.012615269913616,0.814414206825223,0.530035948971317,0.045127889508194,0.942883202904733,0.300492593182106,0.671060551089346,1.59956231034625,1.03835477068987,-3.2339058486025,-265.49993446733
"5",-0.0847324267780993,0.0226990148486609,0.895513395065787,1.12068183550281,0.0048244916450829,3.29947289164103,0.641440532377846,1.01362687700692,1.55175419864326,1.64922920811842,-4.06549255541122,-265.389327348597
"6",-0.0847324267780993,0.0226990148486609,0.895513395065787,1.12068183550281,0.0048244916450829,3.29947289164103,0.641440532377846,1.01362687700692,1.55175419864326,1.64922920811842,-4.06549255541122,-265.389327348597
"7",-0.185943313553658,-0.0448841582789188,0.816652763282996,0.955836099948964,0.0893474734200347,1.23670486719214,0.689972774162394,1.40767134653891,1.66621947051852,0.892085751770154,-3.30973885707242,-264.477743209601
"8",0.537709178702544,-0.0820676679378366,1.39141234347453,1.30051707332258,0.221518844971579,1.11121832930335,-0.00784351323798963,0.944873456353012,0.907434315911379,0.350181303394798,-3.28866839853837,-267.544850926049
"9",0.748416899127682,-0.0675819720369216,0.296522314944587,0.509592529256217,0.0589072501967369,0.473643343818458,-0.254701636460242,0.401962758780239,0.774462772543509,0.271469150462929,-3.20692149723663,-267.830565363196
"10",0.804450038375431,-0.0232666806981576,-0.0714186963780323,0.572966885498465,0.0345076027114849,0.368502364586073,0.12969441386337,-0.0765971387086355,0.736525778194672,0.0291270486660227,-3.17561263480913,-269.382781381657
"11",0.940056607416783,-0.0991453229354813,0.844911263469185,0.562346319184972,0.153733881495188,0.411368236150036,-0.48440854654266,-0.18829959102984,0.152099709487258,0.244555033363466,-3.27113963754425,-267.640257851052
"12",0.940486647906601,0.0162451903737657,0.431359976573188,1.00332435102164,0.0816271042443129,0.37299264643347,-0.0904005848514468,0.00680683315710138,0.574438275828332,-0.139863512665248,-3.18404831428905,-270.636273062303
"13",0.480199957487747,-0.0548719544388025,0.705465796826692,0.705345650381077,0.0188774108656912,0.457350087133805,0.0659451583789252,0.11322139536222,0.962269587895823,-0.0084983145274902,-3.18791629295384,-266.679200779404
"14",0.515783630608015,-0.000803223088656825,0.242738746898222,0.241978617795336,0.0631460561754841,0.465303505668492,0.0668821039151823,0.103539124126104,0.911858419974522,0.184915880344892,-3.18647221971974,-266.116846819022
"15",0.726463621687697,-0.0721517403612318,0.49988115976984,0.702215838649016,0.101434310158467,1.1927069719315,0.00171910967909038,0.0106987087048621,0.679843351991944,0.157889851387594,-3.32269870152598,-262.061723815344
"16",0.591112805674322,-0.0139597885243133,0.987250496713447,0.743393902054984,0.132217335059403,0.577394084253467,-0.218767120521315,0.16680564231853,0.751888392961571,0.288624303667064,-3.21414496468184,-264.398350684263
"17",0.896719901568312,-0.0252936543518204,0.741877771073949,0.778831604490166,0.0768016267066156,0.770522388252281,-0.51931589146783,0.251615217611988,0.490271592561931,0.15461876791256,-3.27145982382703,-263.425448391412
"18",0.935532680520004,-0.0698923204644504,0.76692558118748,0.908054962982245,0.141185057273915,0.514775803493212,-0.305864543471274,-0.314877457654586,0.792332604337872,0.107145241777809,-3.23261770003413,-264.614982015171
"19",-0.294142789893296,0.01759292699101,0.546616430839364,0.526109499159065,0.0334843539092185,1.88719137226523,0.619507814252471,0.683580729173967,1.71983123168628,1.13051837940971,-3.50214431167821,-262.895872753607
"20",0.582273400621995,-0.066214381547798,0.601947147120945,0.751546862803259,0.0726469932225755,2.08670616547269,0.0111794775699847,0.323857712916874,1.00305359503361,0.251815291598514,-3.58264381940289,-261.795997296896
"21",0.210965614682975,-0.0361316286818934,0.765859151618927,0.672529170657424,0.0622996179546121,2.43778646493763,0.0717161982133081,0.589239071171898,1.14907705872369,0.609545679486441,-3.69669267564595,-261.626695119532
"22",0.774484566446144,-0.0602884922898749,0.84788161987733,0.627566725031423,0.168781793720438,1.40749705222248,-0.300438306638577,0.177033105218909,0.676518886987725,0.255523189286556,-3.40766302650124,-263.663054010724
"23",1.07658164949925,-0.0402084567341483,0.551135538352598,0.866682415352531,0.0499370058160185,0.738485823813734,-0.528336852115933,-0.209552294573585,0.392005881630691,0.0296012963524828,-3.27724275535371,-262.723048600188
"24",0.596446399400499,0.0204655562483193,0.352825412440495,0.326819661553086,0.0238096420164577,0.43241809027849,-0.207603108571437,-0.140022722643896,0.889026851583538,0.157156161275547,-3.19387000671084,-265.754926955066
"25",0.678087100195731,0.0168270468057993,0.305330697676024,0.396807990765312,-0.0572693317558708,0.595082964623065,-0.000808871195513088,0.0269643953026472,0.480848463249256,-0.13855599141988,-3.22128421093171,-266.863829461679
