"","b_Intercept","b_z","b_NK1","b_FishBiom","b_z.NK1","sd_stream__Intercept","r_stream.1.Intercept.","r_stream.2.Intercept.","r_stream.3.Intercept.","r_stream.4.Intercept.","lprior","lp__"
"1",0.751503948357117,-0.00494122095984533,0.521593514094632,1.12232115641269,0.142604764195137,0.949915700675648,-0.334672968809214,-0.00220027774682882,1.16925907021324,0.371191980647874,-3.24465412418288,-232.546580491569
"2",0.314938616337271,-0.105325155393801,0.796675119684163,0.759847411342409,0.125132293011805,0.473474011788274,-0.252703378125696,0.509692882260753,0.723745822709995,0.152934084754687,-3.17318099264504,-238.90770277492
"3",0.635382021216862,-0.0190276030810491,0.703790896312238,0.891593850847352,0.0615504206033757,0.22002514626679,0.0154419456557662,-0.0492287038893259,0.316475086642455,0.1441543425621,-3.16863086887415,-237.92343818656
"4",0.694008730435904,-0.046728358367731,0.490628588193747,0.796777273163071,0.100500659906571,0.329465468004268,-0.173689874852596,-0.13789371352776,0.420775622785995,-0.414095124082185,-3.17522867183289,-235.408999796816
"5",1.114298584623,0.0129874662275199,0.755288565791729,0.980482126411105,0.0593493586467966,0.339094727619343,-0.804675690720184,-0.119796933353873,0.39601794911085,-0.310858765388986,-3.2366782475153,-235.78037613236
"6",1.34425447458618,0.0068382071562788,-0.209360451427114,0.1849434699616,0.0046405519483445,0.908585437934778,-0.720365846492452,-1.43683475146564,0.152640431538186,-0.776870743281705,-3.35902859425389,-236.927509854364
"7",1.09777670841083,-0.00930010215814261,-0.372163516970099,0.220262258314136,-0.0521076716893232,0.738655464584251,-0.804429602291563,-0.926130157200871,0.541389068075947,-0.45659793333744,-3.27011996079379,-238.976392911791
"8",0.611566505253916,-0.0602445100125566,1.20065976779912,1.8112588354161,0.105247689720588,0.800294398269545,0.14134997160505,0.601762623362749,1.14737778674668,0.744675486685593,-3.21125377312608,-240.761656545931
"9",1.02098467721048,-0.0193165998880123,0.324364675329158,0.491783455802158,0.0238189142877242,0.551637227241747,-0.70942033495328,-0.656791712351506,0.269288559762279,-0.801806143894767,-3.25861770225051,-234.524135706141
"10",0.857620343746594,0.039844044350785,0.467328898970845,0.682249274289637,0.00901465554696234,0.511926566754791,-0.633459986072369,-0.150552785624097,0.195311152453724,0.0497012885755707,-3.21672942178628,-234.10997921503
