"","b_Intercept","b_z","b_NK","b_z2","b_Density","b_canopy","b_z.NK","sd_stream__Intercept","sigma","r_stream.1.Intercept.","r_stream.2.Intercept.","r_stream.3.Intercept.","r_stream.4.Intercept.","lprior","lp__"
"1101",0.0920439509615074,-0.0631487992940191,-0.0207530154179467,0.00119616097534252,-0.0211282328302649,-0.0357374254740894,-0.00381097015650097,0.103533525941974,0.0684156638996121,-0.00894618807312773,0.0653102035261761,-0.0433495259406818,-0.0846530068336873,-4.36699354101695,346.160765609404
"1102",0.101595841238156,-0.0725596839032856,0.00826605184235083,0.00139699241895738,-0.0180410693904049,-0.0235328705574755,-0.00178896620206233,0.150510853517784,0.0700402018819192,-0.0309633086289946,0.0368859986634755,-0.0728950320953296,-0.110945769759745,-4.36856760730775,345.704962246487
"1103",0.102536878062061,-0.0717692017658244,-0.00271921114717913,0.00144285638147112,-0.0124610321523649,-0.0333672927526494,-0.00108922982878597,0.0454921272299222,0.0651626024807842,-0.0433064330554771,0.0203411966711142,-0.0634571983107327,-0.0985601297447002,-4.36619420003796,345.873361554871
"1104",0.130507425809445,-0.0700354686532808,-0.0185181872373522,0.00142254452616065,-0.0324143990097686,-0.0284248614749381,-0.00468062483435763,0.111320233221505,0.0683430880942401,-0.0726885292517141,-0.00213509062313355,-0.0963862233590052,-0.139148590110805,-4.36771421641578,348.18316506934
"1105",0.14093570021577,-0.0767114557318094,-0.0103864972372532,0.00156261761335421,-0.0250506024057522,-0.0173815560717172,-0.00233309621740964,0.172886367423708,0.0718406562311689,-0.0735357409312828,-0.0112177232618841,-0.105031710585524,-0.129732336809002,-4.36990031127105,347.83331440453
"1106",0.144330549854134,-0.0629725173523849,-0.00339447408808574,0.00121038384157149,-0.017045692751967,-0.0244198478300652,-0.00210670734844276,0.235988806894303,0.0705549305580065,-0.0751128317364721,-0.0105110349698233,-0.0997157897692366,-0.127785152846636,-4.3725759523187,350.358753287007
"1107",0.0822186316024515,-0.0821167272706476,0.0174987605632461,0.00166675554640312,-0.0143144297118546,-0.0305429840684585,-0.000215941155466753,0.137639541227654,0.0612925185972107,-0.0341664329145554,0.0421321987141386,-0.0611192465729519,-0.109154125537931,-4.36790670166828,346.839027909636
"1108",0.0729233184750465,-0.078525308335758,0.00419081920025921,0.00161994483545035,-0.00643868223700971,-0.0253610526273957,0.00024903197017828,0.135047770319469,0.0646627220507316,-0.0120328909948367,0.0574646163174213,-0.0424603680080596,-0.0756326674010484,-4.36770369677879,349.190426141305
"1109",0.0972454246854572,-0.0679577840988008,0.0230157696208888,0.0012802932669516,-0.00532055098597075,-0.0276403220477937,-0.000985745673921109,0.139957302084673,0.0694440138625538,-0.0412051639735915,0.0288822442154492,-0.0824090632507196,-0.108096528433268,-4.36818857155319,349.098275241119
"1110",0.082757879365938,-0.073967670981766,0.0538443682438247,0.00145195705517582,0.0207828407574011,-0.0229167869859285,-0.00339737732731381,0.0941686553541797,0.0691982239536196,-0.0469907095016878,0.00807306005208332,-0.0600372881086257,-0.0980685064054846,-4.36701946490637,345.222581762552
"1111",0.0937249917916284,-0.074489053931451,-0.0265990893963495,0.00147305563763513,-0.0299610343030367,-0.0325910010839535,-0.00274540557661942,0.0438340899850112,0.0648024781599172,-0.0212580093685515,0.0448584773806176,-0.0557676829473187,-0.0921850908960845,-4.36605406134613,345.191255828301
"1112",0.109998777660731,-0.0754477658824881,0.0205368983757861,0.00154683998365291,-0.0045805198299242,-0.028130936083785,-0.00125809749333472,0.0870966083914772,0.0700150495050829,-0.0649852297665344,0.0201048294142772,-0.0756154516057115,-0.123056246274837,-4.36710080977232,348.360738567086
"1113",0.0886899680319892,-0.0803784172009149,0.0261027506428376,0.0016408384949112,0.00153550085686785,-0.026508122381261,-0.00214575900092395,0.0754567099817682,0.0714977407434621,-0.0323094598984496,0.024599769841551,-0.0627041199442077,-0.0949113946684237,-4.36670429267755,347.686522154581
"1114",0.0815136458363899,-0.0813305661929288,0.0235279134428514,0.00171009858019437,-0.0048772087923125,-0.0277147951460213,-0.00493035333798935,0.0952533966747854,0.0713149618550138,-0.0319153186763933,0.0424091699314486,-0.0591847171117035,-0.0753205909691273,-4.36700800310387,344.056939369529
"1115",0.0814603475220042,-0.0819148150638044,0.0169348864597643,0.00176687381192766,0.00415730613122433,-0.0264000274849416,-0.00482258009927029,0.0947454487079421,0.0718491945193828,-0.0324682395165183,0.015685635940762,-0.0569679593491492,-0.0900245454935979,-4.3669359378463,346.461494439286
"1116",0.0371167862247118,-0.0629596342125848,0.0305904118023618,0.00120172697195087,-0.0016621378954916,-0.0272909049871799,-0.00217596398286188,0.0700295925755744,0.0643510574882791,0.0173889230677933,0.0803557885869012,-0.0112058758320534,-0.065267052192199,-4.36621030840117,347.48388294837
"1117",0.0471196961472924,-0.0607554570192576,0.029215491067336,0.00115070550534204,0.00687136479768856,-0.0260730466292196,-0.00299259352781507,0.0651993368273472,0.065803061233059,0.00544751223859304,0.0664815568745087,-0.0140315557927012,-0.0464218532843418,-4.36616022349479,348.429612308666
"1118",0.0951147763445778,-0.0690295425006257,0.0227933097935219,0.00133654060220597,0.00212879653132567,-0.0315329466421997,-0.00114666734132795,0.116865265731729,0.0607926417305327,-0.0371847031904909,0.0375653617615065,-0.0568666318446286,-0.102710404782683,-4.36738240205234,347.069995688093
"1119",0.101079410517724,-0.0684056134909063,0.0356152272571678,0.00131827451508033,0.00628532687704278,-0.0300667139961583,0.000362436393489228,0.105837340349942,0.0612899074799427,-0.061444436567869,0.0186672156688456,-0.0730015421645051,-0.123295499763629,-4.36725072855756,345.228628649697
"1120",0.0257571981798249,-0.0776199887948217,-0.0182939130278128,0.00157432538855051,-0.0267123518639713,-0.0240349144524836,-0.000160339774137505,0.160051689897442,0.0734346529492847,0.0289689803459611,0.114984387590995,0.0060241111031867,-0.0208859591418247,-4.36862745260947,347.537729012179
"1121",0.0303460732015027,-0.0673620020632648,0.0326612373436886,0.00132444576465906,0.00568473674150615,-0.0348539468040773,-0.00358911841352763,0.0661936737232062,0.07207499042982,0.0259313715760345,0.0779941244304355,0.00259314111652177,-0.0504311636311996,-4.36627327349453,347.130577937925
