"","Intercept_survG","b_NK_survG","b_z_survG","b_zNK_survG","v_Intercept_survG.1","v_Intercept_survG.2","v_Intercept_survG.3","v_Intercept_survG.4","sigma_stream_G","Intercept_growG","b_NK_growG","b_z_growG","b_zNK_growG","v_Intercept_growG.1","v_Intercept_growG.2","v_Intercept_growG.3","v_Intercept_growG.4","sigma_growG","Intercept_recrG","b_NK_recrG","b_z_recrG","b_zNK_recrG","v_Intercept_recrG.1","v_Intercept_recrG.2","v_Intercept_recrG.3","v_Intercept_recrG.4","Intercept_survK","b_NG_survK","b_z_survK","b_zNG_survK","v_Intercept_survK.1","v_Intercept_survK.2","v_Intercept_survK.3","v_Intercept_survK.4","sigma_stream_K","Intercept_growK","b_NG_growK","b_z_growK","b_z2_growK","b_zNG_growK","v_Intercept_growK.1","v_Intercept_growK.2","v_Intercept_growK.3","v_Intercept_growK.4","sigma_growK","Intercept_recrK","b_NG_recrK","b_z_recrK","b_zNG_recrK","v_Intercept_recrK.1","v_Intercept_recrK.2","v_Intercept_recrK.3","v_Intercept_recrK.4","lp__"
"1",1.01041,-0.48431,-0.00607123,0.0470723,-0.766525,-0.808911,0.586669,-0.999245,0.80769,20.2762,0.640863,0.705453,-0.0194517,-0.5942,0.653916,-1.76365,-1.38276,1.06002,1.22254,0.228094,0.10835,0.0902261,-0.764345,-0.580673,-0.763937,-0.781819,3.23208,-1.15604,0.00727722,0.00775142,-2.89631,-2.93434,-3.16332,-1.59356,2.99006,24.3781,-1.3944,0.741311,0.00160195,0.036765,1.24725,1.66929,-1.15845,-2.25216,1.8532,-0.846258,-1.31766,0.0827828,0.00261426,-1.1227,-1.45796,-3.27667,0.755732,-549.397
"2",0.386825,0.138091,0.00100713,0.0724753,-0.178368,-0.0705039,0.800051,0.302528,0.587466,20.0471,0.658526,0.684165,0.0186684,-0.227303,0.833942,-1.34583,-1.25746,0.978978,0.716858,0.15447,0.1138,0.0848806,-0.15501,0.0368974,-0.412485,-0.0775645,1.52224,-0.777176,-0.00277822,0.00910873,-1.17297,-1.15961,-1.154,-0.667957,1.55244,24.2927,-1.78294,0.690027,0.00193892,0.0524897,0.598171,2.38996,-0.26557,-1.68158,1.7771,-1.14566,-1.68428,0.0646419,0.021498,-0.466914,-0.465084,-2.34334,1.32735,-531.575
"3",0.885143,0.421397,-0.0307529,0.156647,-1.2162,-0.976255,0.782212,-1.20576,1.18569,20.9615,0.65066,0.721561,0.00192809,-1.16283,-0.185153,-2.32933,-2.24052,1.00144,0.892592,0.412786,0.117265,0.049571,-0.527931,-0.16452,-0.598571,-0.283085,1.6765,-0.535971,0.0104433,0.00171312,-1.77311,-1.59927,-1.9504,-0.611348,2.28984,24.9231,-0.434816,0.810604,0.00104467,0.00797333,-1.26337,0.545415,-2.79141,-3.49502,1.92648,-0.0459612,-2.00637,0.07809,0.0164682,-1.68711,-2.35885,-4.50385,-0.16664,-548.645
"4",0.922709,0.215298,-0.0697076,0.170531,-0.670925,-0.896928,-0.202978,-0.460137,0.710241,19.0609,0.492001,0.75569,-0.0959656,0.7204,1.94754,-0.343912,0.0798869,1.02587,1.13022,0.217699,0.122479,0.0685815,-0.740618,-0.401699,-0.82403,-0.452487,1.91537,-0.722965,-0.00150961,0.013349,-1.51256,-1.7254,-1.96885,-1.01757,1.69894,24.3721,-0.887264,0.6862,0.00224649,0.0137683,0.780176,2.20685,-0.946003,-2.13164,1.85839,-1.27509,-1.40943,0.0924402,-0.00195997,-1.21692,-1.93965,-3.23497,0.991421,-540.166
"5",0.705957,0.239063,0.00112995,0.102631,-0.624008,-0.502736,0.481879,0.123375,0.723927,19.1829,0.569886,0.750423,-0.013858,0.590675,1.92589,-0.457574,-0.264264,1.0132,0.699107,0.430221,0.120509,0.0666627,-0.497931,-0.317278,-0.334572,-0.254866,1.87652,-0.618007,-0.028592,0.0303329,-1.19352,-1.7159,-1.29739,-1.12616,2.26058,23.8508,-1.02639,0.735375,0.00174971,0.0347488,0.708816,2.35769,-1.54185,-1.92807,1.99845,-0.132689,-1.92248,0.0692815,0.0115741,-1.07807,-1.49662,-3.728,0.303417,-543.396
"6",0.41962,0.515818,0.0316329,0.0950437,-0.754128,-0.483762,0.696759,-0.033114,0.781875,19.675,0.611576,0.737037,-0.0619625,0.140637,1.02861,-0.994989,-1.05491,0.994057,0.804911,0.253531,0.121866,0.058967,-0.467359,0.0581993,-0.685247,0.0500998,1.44491,-0.457023,0.0100562,-0.00568732,-1.32336,-1.20922,-1.6136,-0.465019,1.53862,23.9168,-0.789774,0.73587,0.00187529,0.0214464,0.134877,2.6151,-1.65607,-2.49689,2.1683,-1.58424,-1.61514,0.0652807,0.0132972,-0.132726,-0.0944852,-1.86791,2.12411,-544.256
"7",1.1378,-0.0299996,-0.0585373,0.0549733,-0.696698,-1.01242,0.138355,-0.752156,1.02769,18.6113,0.606228,0.723841,-0.0436481,1.12243,2.23295,0.104878,0.167953,1.04509,1.35561,0.282421,0.125219,0.0598272,-0.888471,-0.651899,-0.936502,-0.821138,1.67057,-0.23021,0.00766114,-0.00251406,-1.00577,-2.16112,-1.64364,-1.20325,1.91313,25.4707,-0.865635,0.692125,0.00215239,0.0210531,-1.56815,0.101029,-2.25094,-3.8862,1.89672,-1.50662,-2.07201,0.0776182,0.0157014,-0.31577,-0.885399,-2.28697,1.42929,-541.263
"8",0.564816,0.488573,0.0392737,0.0328238,-0.551677,-0.547644,0.69121,-0.429493,0.809924,19.1872,0.428007,0.739331,-0.0573943,0.578259,1.67746,-0.411196,-0.151322,1.08968,0.894538,0.497062,0.119958,0.0686249,-0.706536,-0.270548,-0.639037,-0.282683,2.04879,-0.772621,0.00143669,-0.0178151,-0.729643,-1.09618,-1.4027,-0.940853,0.937682,23.7765,-1.37788,0.725923,0.00172437,0.032204,0.752331,2.32631,-0.897144,-0.875946,1.99973,-0.501646,-1.53279,0.0802908,0.00514083,-1.52035,-1.92151,-3.42805,0.314289,-546.905
"9",0.161088,-0.154626,-0.00769764,0.0397716,0.168354,0.254647,1.30619,0.204596,0.672336,19.1976,0.552471,0.708827,-0.0238739,0.755943,1.59098,-0.470986,-0.356796,1.01205,0.61328,0.284101,0.118377,0.0734584,-0.233667,0.0227269,-0.255545,0.0311912,1.48837,-0.70473,-0.00910917,0.00850573,-0.669757,-0.7498,-0.591441,-0.476442,1.30571,22.7862,-0.748325,0.779223,0.00136353,0.0100121,1.53909,2.78048,-0.208338,-0.930159,1.96447,-0.980902,-1.89055,0.0862874,0.0128771,-1.30167,-1.72132,-3.58482,0.694996,-535.807
"10",0.483335,-0.115511,-0.0248571,0.0458852,-0.0720171,-0.243785,1.104,0.230267,0.856387,18.9416,0.688894,0.721318,-0.0461062,0.978308,1.76917,-0.256958,-0.297148,1.0665,0.858526,0.522113,0.147993,0.0317354,-0.528558,-0.348013,-0.700325,-0.136492,1.45105,-1.03954,0.00456274,0.00957958,-0.729119,-1.59073,-1.20929,-0.86113,1.5564,21.8826,0.0663049,0.779745,0.00136284,0.00732383,2.0359,3.64072,0.440046,-0.542401,2.11923,-0.669163,-2.18868,0.0601441,0.0183848,-0.341804,-0.700314,-2.27641,1.1733,-541.745
"11",1.27789,-0.417254,0.0135287,0.0675798,-0.760235,-0.862073,0.669813,-0.334757,0.644865,19.3858,0.742843,0.68741,0.00931197,0.532252,1.43894,-0.841137,-0.965585,1.11632,0.694637,0.383942,0.115345,0.0663943,-0.45313,-0.177241,-0.325057,-0.193741,1.49387,-0.959506,0.0183276,-0.016468,-1.55823,-0.958886,-1.26506,-0.617776,1.09672,22.4703,-1.03195,0.873675,0.000511259,0.0308413,-0.331211,1.71473,-0.885141,-0.930439,2.25925,-0.845572,-1.8287,0.0640605,0.0174954,-0.379348,-0.898777,-2.76208,1.01019,-546.033
"12",0.733233,0.1917,0.0205343,0.075369,-0.630289,-0.974656,0.713088,0.24215,1.35271,19.7469,0.718569,0.779338,-0.0736065,0.0718324,1.15834,-1.02561,-0.877684,1.0446,0.983183,0.557799,0.150918,0.0374352,-0.731068,-0.391835,-0.805901,-0.423113,1.59626,-0.108418,0.00588737,-0.0134252,-1.39752,-2.16829,-1.76919,-1.05624,1.75847,25.1889,-1.28031,0.757395,0.00142322,0.0090031,-0.223485,0.783535,-0.768414,-3.24117,2.08911,-1.58666,-1.44113,0.0793958,0.00551283,-0.0939672,-0.435771,-2.88138,1.50558,-545.382
"13",1.0157,0.0372003,0.00939866,-0.0221989,-1.04064,-0.840623,-0.176251,-0.522412,0.561531,19.9232,0.559953,0.677388,0.0221555,0.0166262,1.00843,-1.24388,-1.13352,0.996201,0.666908,0.43726,0.106724,0.0660146,-0.333363,-0.00941423,-0.40231,-0.073568,1.71764,-0.346841,0.00224149,-0.00246851,-1.42521,-1.58945,-2.05876,-1.05318,2.12297,23.8876,-0.621799,0.795856,0.00118905,0.0215026,0.100815,1.10403,-1.61803,-2.66578,1.87838,-0.115939,-2.35255,0.0702522,0.0187957,-1.53412,-2.13608,-3.6074,0.0120815,-542.139
"14",0.0945806,-0.168184,-0.0359895,0.141138,0.010812,0.172494,1.20157,0.690195,0.687314,19.265,0.57165,0.728265,-0.0462669,0.697116,1.73391,-0.533497,-0.293113,1.00816,0.625996,0.291121,0.11617,0.0645276,-0.23789,-0.0744833,-0.141611,0.219857,1.76622,-0.0533363,0.00491008,0.00371823,-2.36755,-2.06358,-2.36064,-1.44894,1.71036,23.9092,-1.26916,0.710316,0.00199798,0.00576613,0.427948,1.95471,-0.378953,-2.1233,2.14197,-1.69315,-1.07123,0.0697777,0.00464734,0.147283,-0.0783793,-2.0485,1.67643,-541.139
"15",0.666246,-0.19399,-0.0183008,0.121408,-0.416444,-0.173901,0.97139,0.0368335,0.590841,18.9008,0.613298,0.689628,-0.00238341,0.792167,1.90332,-0.288122,-0.284057,1.06059,0.880885,0.237199,0.111076,0.0808503,-0.459022,-0.203604,-0.4988,0.00386142,1.5407,-0.981234,0.00930568,0.00939445,-1.639,-1.19087,-1.37477,-0.681075,2.32437,20.9838,-0.68023,0.763233,0.00183345,0.0132631,1.53237,3.92299,1.13767,0.314187,2.09002,-0.668691,-1.74652,0.0599669,0.014328,-0.634345,-0.248602,-2.33,1.0159,-540.567
"16",0.520344,0.0355268,0.0030142,0.052192,-0.503697,-0.291061,0.817654,-0.070352,0.471053,19.2498,0.827297,0.682333,0.0582267,0.529995,1.68007,-0.913701,-0.381663,1.07258,0.786489,0.620794,0.133979,0.0441315,-0.634101,-0.263644,-0.762746,-0.26454,1.82478,-0.372078,0.000333821,-0.00594557,-1.62548,-1.91729,-1.81318,-1.63459,2.01293,25.8697,-0.904858,0.764371,0.00133898,0.017257,-2.79629,0.817131,-2.73853,-4.39373,1.95523,-1.02878,-1.52993,0.0817004,0.0154093,-1.90119,-1.72681,-4.05524,0.938235,-545.329
"17",0.227427,-0.209284,0.0490143,-0.0534396,0.00282624,0.017838,0.857274,0.472252,0.691624,18.9002,0.913226,0.681447,0.0598624,1.07249,1.70151,-0.48493,0.0332688,1.01341,0.723166,0.41061,0.16475,0.0397152,-0.488075,-0.339255,-0.612899,-0.15077,2.46231,-0.00821486,0.0316384,-0.0459246,-2.33888,-2.85969,-2.4487,-2.44028,2.40686,24.1757,-0.628998,0.71932,0.00197508,0.0159936,-0.334873,1.72257,-1.19519,-2.3801,1.83907,-0.721887,-1.6796,0.0734973,0.0142919,-0.987035,-1.05933,-2.81066,1.0169,-547.064
"18",1.67784,-0.0360323,-0.0408365,0.0457221,-1.63383,-1.239,-0.360929,-0.752668,0.772788,19.5556,0.645805,0.668651,0.0337977,0.222657,1.65439,-1.02772,-0.373103,1.00611,0.72678,0.616741,0.132761,0.0497487,-0.464604,-0.212469,-0.784336,-0.292122,2.50536,-0.416816,0.0255693,-0.0179762,-2.96911,-2.65048,-2.70922,-1.98514,2.72988,22.6544,-1.21232,0.812201,0.00106826,-0.0110211,1.25106,2.43157,-0.0862011,-0.741887,2.01528,-0.469495,-1.27501,0.0846297,-0.00715955,-1.58813,-2.27396,-3.82342,0.391874,-547.524
"19",0.928878,-0.0682105,0.0462628,-0.0263069,-0.701439,-1.0973,0.272756,-0.832289,1.05724,18.2462,0.771534,0.724773,-0.00744912,1.47646,2.61766,0.140297,0.230309,0.951906,0.830653,0.362693,0.0976843,0.0770701,-0.44238,-0.113016,-0.659604,-0.119727,1.93375,-0.253743,0.00241747,-0.0101696,-1.67861,-1.99678,-1.81384,-1.2976,2.094,22.6741,-0.353445,0.776083,0.00144335,0.0192796,0.685039,1.82603,0.016265,-1.49185,1.93251,-1.34966,-1.82036,0.0803006,0.0149815,-0.720572,-0.75255,-2.98195,1.56624,-537.007
"20",0.511854,-0.0568546,0.0248895,-0.0432855,-0.279621,-0.381978,0.603447,0.397262,0.690764,19.743,0.492119,0.733562,-0.0422057,0.306133,1.054,-0.910971,-1.03117,1.04709,1.08551,0.206704,0.112738,0.0717065,-0.68174,-0.397502,-0.811826,-0.225194,1.98091,-0.685749,-0.00356129,0.00706378,-1.89914,-1.65161,-1.66026,-0.994204,1.59993,23.7317,-0.585544,0.773618,0.00138898,0.02135,0.104217,0.983293,-1.17673,-2.63936,2.11962,-1.70552,-2.45025,0.0709399,0.0224836,0.256142,0.146025,-1.97907,1.80758,-537.522
"21",0.597853,0.344826,0.0181009,0.0286114,-0.616923,-0.561752,0.48645,-0.600783,1.14731,19.2384,0.844824,0.713517,-0.04004,0.596755,1.44532,-0.798075,-1.02437,1.10544,0.954327,0.343146,0.105629,0.104729,-0.534749,-0.314421,-0.59113,-0.275792,1.75751,-0.985716,-0.00415361,-0.00545407,-0.778336,-0.878849,-1.15652,-0.93666,2.92742,25.4499,-1.40144,0.781947,0.00122139,0.0423759,-1.51958,-0.0276212,-2.59027,-3.8991,2.05584,-1.32637,-1.6607,0.0659087,0.0182606,-0.197364,-0.817263,-2.07604,1.36152,-549.885
"22",-0.032156,0.15575,0.0456339,0.0317256,0.107415,-0.234686,1.52395,0.478017,0.738308,19.09,0.558922,0.707024,-0.0207699,0.66045,1.70221,-0.491962,-0.296605,1.02985,0.762199,0.476107,0.130642,0.0461299,-0.403544,-0.214753,-0.749898,-0.148826,1.58503,-0.294701,0.0101136,-0.0207326,-1.14415,-1.7035,-1.0094,-1.14576,1.5365,24.1783,-0.719193,0.720984,0.00181427,0.0128924,-0.0930222,1.71175,-0.869125,-2.71386,1.94018,-0.838872,-1.44202,0.0699254,0.0100344,-0.889989,-0.932537,-2.55443,0.683924,-533.29
"23",0.566647,-0.227593,-0.0363357,0.124233,-0.168873,-0.112843,0.706025,-0.649487,0.817805,19.8511,0.633078,0.672281,0.0265802,-0.149241,1.08064,-1.44605,-1.09344,0.970759,1.45263,0.282524,0.138241,0.0442319,-0.95585,-0.738806,-1.07703,-0.647072,1.86177,-0.749822,0.0066053,-0.00377698,-1.32274,-1.53336,-1.30223,-0.770437,1.34528,24.037,-1.41575,0.761665,0.00143444,0.0334174,0.67682,1.06841,-0.477638,-1.60729,1.87059,-1.7207,-1.35896,0.0798144,-0.00124523,-0.00283151,-0.483543,-2.66579,1.50699,-542.272
"24",-0.1906,-0.019895,-0.0450032,0.13386,0.0570639,-0.00263191,1.44221,1.18573,1.05788,19.3162,0.905703,0.719599,-0.00469769,0.369903,1.79431,-0.841546,-0.467179,0.981637,0.795748,0.358655,0.142285,0.0426604,-0.523862,-0.225647,-0.617095,-0.0657894,2.16126,-0.88282,-0.0150964,0.0060417,-1.13616,-1.84739,-1.76693,-1.02197,1.25397,23.2112,-0.853952,0.738678,0.00159649,0.0274088,0.656299,1.86867,0.304904,-1.15205,1.93374,-1.31285,-1.70922,0.0699421,0.0100023,-0.248604,-0.527837,-2.34934,1.50419,-539.462
"25",0.347093,-0.062499,-0.0285828,0.0624637,0.0265302,-0.544284,0.655162,-0.0625831,1.29472,19.1931,0.677764,0.690678,0.0436432,0.843947,1.56771,-0.622044,-0.318215,0.997745,0.913444,0.458915,0.135031,0.0491449,-0.616539,-0.371448,-0.813451,-0.302082,1.44897,-0.465437,-0.00365267,0.0150192,-1.27369,-1.27342,-1.7422,-1.11045,1.51546,24.4344,-1.35293,0.699207,0.00220007,0.0265125,-0.877435,1.37636,-0.818726,-1.80653,1.77225,-1.30514,-1.74517,0.0643657,0.006125,0.192744,-0.447451,-2.24597,1.67331,-541.952
"26",0.56196,0.107257,0.0560114,-0.00117719,-0.241504,-0.16845,0.539281,-0.535548,0.874426,19.2139,0.232214,0.694024,-0.0443011,0.606252,1.82279,-0.479091,-0.213237,1.01891,0.930902,0.402764,0.116125,0.0797691,-0.727102,-0.328734,-0.623916,-0.478513,1.76896,-1.05119,-0.0117438,0.03439,-1.60426,-1.6096,-1.43651,-0.529633,1.13109,23.7771,-0.503016,0.743141,0.00164558,0.00635855,0.106647,2.04726,-0.745822,-2.50816,1.84058,-1.71429,-1.29689,0.0701525,0.014581,-0.265666,-0.326491,-2.13249,1.83073,-543.403
"27",0.401135,0.115196,0.0456068,-0.0357993,-0.31761,0.222152,1.15561,-0.183923,0.648046,19.7546,0.735578,0.724943,-0.0516534,-0.0471898,1.19173,-1.06457,-0.99112,0.985046,0.797999,0.461364,0.168804,0.0129692,-0.502148,-0.259979,-0.673243,-0.149466,1.68322,-0.518906,0.0139295,0.00519758,-2.36833,-1.45104,-1.51833,-1.04733,1.3719,22.9137,0.0162738,0.894087,0.000609216,-0.0114333,0.578086,0.751299,-1.42321,-1.56776,2.19035,-1.14881,-1.7844,0.0600607,0.0204542,-0.439344,-0.187904,-2.10987,1.63322,-545.277
"28",0.496426,-0.038603,0.0134172,0.0637368,-0.644352,-0.538432,1.0156,0.670892,1.06818,19.3845,0.554353,0.706885,-0.00506422,0.530148,1.6188,-0.827007,-0.281674,0.925493,0.826408,0.338068,0.148917,0.074209,-0.656371,-0.41728,-0.454169,-0.138657,1.41773,-0.257056,0.0207766,-0.00796881,-1.92994,-1.60118,-1.78174,-1.09581,1.43632,23.3566,-1.15075,0.769595,0.00161526,0.0258215,0.324936,1.04206,-0.917354,-1.42939,1.88505,-1.72828,-1.5377,0.0695128,0.00821949,0.350753,0.0406386,-2.00378,1.73585,-544.898
"29",0.233362,0.182489,0.0817216,-0.0579139,-0.238549,-0.113212,0.549977,-0.265643,0.650221,19.3846,0.655659,0.696822,0.00955477,0.256905,1.82855,-0.832221,-0.28372,1.00073,0.848924,0.325788,0.111768,0.0878508,-0.55302,-0.19664,-0.679769,-0.09842,1.70944,-1.13636,-0.0127862,0.0171664,-0.341101,-1.13088,-0.843557,-0.245934,1.46874,23.2898,-1.50137,0.694577,0.00178407,0.0423339,2.51479,2.11383,0.717767,-0.664216,2.04901,-0.961353,-1.54422,0.0616916,0.0190416,-0.221448,-0.181065,-2.18479,1.36076,-549.857
"30",0.214266,-0.144778,-0.0175586,0.0273864,0.289315,0.077658,1.28071,0.371653,0.706849,19.9626,0.897514,0.71644,-0.000965825,-0.223127,1.02817,-1.48088,-1.35133,1.00657,0.698377,0.438125,0.114706,0.0644334,-0.267421,0.0202753,-0.523741,-0.271823,1.61137,-0.485951,0.00232528,0.00628607,-1.27838,-1.69504,-1.49891,-0.719432,2.24844,22.4827,-0.367568,0.771449,0.00151097,0.000281924,1.45759,2.90592,0.324806,-1.53167,1.81509,-0.778689,-1.15856,0.0708749,0.00386449,-0.915214,-1.37099,-2.9932,0.240301,-539.189
"31",0.354427,0.0214462,-0.0808973,0.0973365,-0.141154,-0.713422,0.751107,0.342863,0.967388,19.5086,0.547441,0.695656,0.0424661,0.539095,1.35468,-0.909818,-0.200638,1.11184,1.03325,0.352747,0.171472,0.0387813,-0.783988,-0.459649,-0.736134,-0.437699,1.72944,-0.118948,-0.00221521,0.00034779,-1.4411,-1.13978,-1.61528,-1.16397,1.51252,22.5785,-0.783727,0.832076,0.000843703,-0.000203032,0.577176,2.58617,-0.0458593,-0.602816,1.82724,-0.789889,-1.5768,0.068259,0.0142533,-1.46441,-1.37084,-2.72921,1.02635,-547.497
"32",0.462441,-0.167419,-0.0428007,0.0289974,-0.187232,-0.456491,0.405691,-0.268239,0.866567,18.7664,0.503174,0.719019,-0.0445872,1.19079,2.07176,-0.125491,0.129994,1.017,1.41189,0.469004,0.151427,0.0301503,-1.13194,-0.932719,-1.19654,-0.839612,2.25635,-0.327244,0.00231032,0.00120082,-1.99814,-2.05631,-2.33659,-1.44679,2.85942,25.3779,-1.41761,0.649367,0.00263426,0.0394979,0.753471,1.33403,-1.95774,-3.43605,1.96611,-0.215655,-1.61169,0.0721807,0.00804561,-1.34262,-1.90141,-4.01843,0.30197,-541.857
"33",0.395349,0.0934443,0.0417942,-0.0110416,-0.323408,0.22867,0.894977,-0.0905962,0.768735,19.2157,0.655242,0.72375,-0.0400577,0.792799,1.85603,-0.85773,-0.42999,1.03094,1.08163,0.351432,0.111963,0.0483512,-0.651114,-0.331075,-0.923497,-0.327752,2.26205,-0.0534208,0.000408998,0.00507,-2.37463,-2.68558,-2.54436,-1.72781,1.64526,22.6681,-1.13594,0.737584,0.00181019,0.0185974,1.67598,3.50943,0.688414,-0.665667,2.04471,-1.10341,-1.75595,0.058943,0.0212647,-0.738797,-0.292701,-2.27056,1.21705,-538.978
"34",0.534929,0.209299,0.0429399,0.0362057,-0.451519,-0.0763624,0.510056,-0.0298328,0.999772,19.8406,0.482845,0.704076,0.0426786,0.0713049,0.993641,-0.990569,-1.2345,1.0439,0.851702,0.318216,0.128079,0.0791086,-0.521516,-0.303693,-0.605181,-0.182269,3.2512,-0.988406,0.00193876,0.00829675,-3.15375,-2.67014,-3.02418,-2.12347,1.71179,25.5771,-1.66982,0.677724,0.00241425,0.00390426,-0.562455,1.13416,-1.55708,-3.43604,2.09097,-0.807698,-1.33717,0.069658,0.0114784,-0.97386,-0.765162,-3.16331,1.03339,-545.112
"35",0.321561,0.115285,-0.03204,0.0481138,-0.0527975,-0.166007,0.39441,0.261535,0.730235,19.9088,0.490563,0.702422,-0.00842186,-0.170909,0.958064,-1.27022,-1.02037,0.953942,0.988444,0.320329,0.12729,0.0765086,-0.609448,-0.497755,-0.662474,-0.459401,1.63925,-0.769055,0.0202044,0.0115849,-1.20699,-1.69957,-2.05805,-0.90063,1.42098,23.4758,-0.233489,0.765176,0.00188457,-0.0113232,0.516713,1.37158,-1.41955,-2.14718,1.89226,-1.13326,-1.67136,0.0655147,0.0142323,-0.370106,-0.195794,-2.74249,1.37966,-538.827
"36",0.205165,0.238171,-0.0191301,0.0234446,-0.25085,0.0631845,1.11809,-0.0982655,1.03868,18.9601,0.533563,0.696004,-0.0294365,0.931932,1.58477,-0.63461,-0.112416,1.04634,1.36827,0.326913,0.108477,0.065763,-0.988371,-0.478633,-1.02952,-0.535984,1.98474,-0.788795,-0.018969,0.00501837,-1.01055,-1.21375,-1.62407,-1.25846,2.02441,22.9788,-1.12147,0.782725,0.00121499,0.0309081,1.66061,3.27193,-0.139868,-0.426077,1.96231,-0.345323,-1.41972,0.0718544,-0.000605769,-1.1365,-1.51195,-3.25115,0.510887,-547.38
"37",0.681671,0.0325142,-0.0236545,0.0150031,-0.565576,-0.518598,0.378327,-0.372865,0.510862,19.7747,0.795045,0.712969,0.00817503,0.019799,0.991329,-1.17373,-1.05785,0.928951,1.04789,0.405739,0.130878,0.0627209,-0.740811,-0.487017,-0.883384,-0.3903,1.5412,-1.01305,0.0105187,0.00819102,-1.78445,-1.56695,-0.833879,-1.0171,1.08525,23.3166,-1.14004,0.74144,0.0016398,0.0313187,0.719915,2.01845,-0.561928,-1.84991,1.97612,-0.695126,-1.60978,0.0677867,0.0110389,-0.699365,-0.86409,-3.12107,0.568856,-539.253
"38",0.91417,-0.440319,0.0113998,0.0234711,-0.738051,-0.60957,0.398351,-0.42611,0.880043,19.1669,0.604219,0.733538,-0.0738133,0.630581,1.63019,-0.416838,-0.410563,0.947005,1.37835,0.41018,0.111404,0.0893612,-1.04504,-0.806031,-1.11071,-0.800688,1.78275,-0.260268,0.0134071,-0.0002928,-2.39765,-1.96865,-1.83364,-1.39335,2.65877,22.9612,-0.227316,0.726002,0.00185752,0.00461484,0.36697,2.05517,0.0811282,-1.54477,2.02131,-0.835362,-1.54131,0.0843093,0.0125873,-2.04281,-1.59036,-4.35273,0.589851,-540.718
"39",0.141352,0.270635,-0.0530298,0.066245,-0.299051,-0.70424,0.374453,-0.00396068,0.714451,19.5612,0.597283,0.713973,-0.0343094,0.244131,1.3391,-0.845853,-0.783365,1.00881,0.761616,0.421322,0.144938,0.0513833,-0.524896,-0.239081,-0.535495,-0.298159,1.68298,-0.131259,0.0218486,-0.0268022,-1.64294,-1.94839,-1.85621,-1.17961,1.59903,24.8848,-0.207932,0.704672,0.00195195,0.0272135,-0.806395,0.270822,-1.62206,-3.59642,2.0549,-0.535974,-1.7102,0.0639055,0.0151356,-0.820525,-1.13027,-2.51477,0.710492,-538.707
"40",0.229389,0.0535207,-0.0404956,0.198214,0.0452238,-0.24372,1.09882,0.435051,0.504046,19.6508,0.562654,0.684852,0.00458232,0.364935,1.24449,-1.01677,-0.542346,0.962257,0.759395,0.465697,0.0972847,0.0764932,-0.342557,-0.124904,-0.510582,-0.106471,1.43163,-0.518509,0.00206531,0.00500543,-1.12018,-1.40489,-1.2274,-0.780287,1.38005,24.6689,-1.8449,0.748219,0.00147087,0.0456209,-0.899808,1.55082,-0.861112,-2.5504,1.8242,-1.16774,-1.32241,0.0715489,0.00494881,-0.296568,-0.583783,-2.5725,1.35009,-537.872
"41",0.582862,-0.0918022,-0.016161,0.0400724,-0.192981,-0.410971,0.521452,-0.143447,0.684376,19.3727,0.750143,0.689573,0.0217495,0.496281,1.45033,-0.846031,-0.711585,1.01888,0.760791,0.247586,0.1235,0.0756848,-0.279133,0.0730258,-0.302634,-0.183061,1.53687,0.0257569,0.0115278,-0.0111328,-1.51384,-2.23533,-1.67447,-1.36852,2.02401,22.8901,-1.40693,0.702867,0.00189956,0.045116,1.99921,4.36605,0.440055,-0.502449,1.8685,-1.74604,-1.69189,0.0872888,0.00567445,-0.599909,-0.734657,-3.0899,1.90258,-538.67
"42",0.458009,-0.00536154,-0.0150076,0.0630146,-0.0781424,-0.471689,0.674441,-0.0568435,0.438309,19.64,0.736475,0.680899,-0.0146178,0.062665,1.02634,-1.15351,-0.976502,1.05103,0.647618,0.290179,0.128557,0.0550971,-0.19536,-0.0177246,-0.50294,0.14117,2.27273,-1.50123,-0.052936,0.0475263,-0.5326,-0.733659,-1.16301,-0.719222,1.72228,24.42,-1.4229,0.788152,0.00142796,0.0125284,-0.519682,1.02471,-1.9964,-2.17629,1.85927,-1.14207,-2.09884,0.0706252,0.0145751,-0.221378,-0.60677,-2.11228,1.2364,-546.719
"43",0.350129,-0.20396,-0.00953302,0.0528018,-0.337209,-0.345909,0.901309,0.278977,0.976657,20.4873,0.47903,0.698746,0.0203525,-0.522377,0.48838,-1.99151,-1.60405,1.00386,0.707585,0.138932,0.124845,0.0934883,-0.380352,-0.255438,-0.303869,-0.100025,1.50602,-0.834301,-0.00698384,0.00999932,-1.44097,-0.657379,-1.03216,-1.01747,1.31491,24.0573,-0.322609,0.726396,0.00199943,0.0195433,-0.691781,1.36727,-0.985371,-2.51285,1.87061,-0.630874,-2.59945,0.0646255,0.0250251,-0.454445,-0.795626,-2.82799,0.849182,-545.846
