"","Intercept_survG","b_NK_survG","b_z_survG","b_zNK_survG","v_Intercept_survG.1","v_Intercept_survG.2","v_Intercept_survG.3","v_Intercept_survG.4","sigma_stream_G","Intercept_growG","b_NK_growG","b_z_growG","b_zNK_growG","v_Intercept_growG.1","v_Intercept_growG.2","v_Intercept_growG.3","v_Intercept_growG.4","sigma_growG","Intercept_recrG","b_NK_recrG","b_z_recrG","b_zNK_recrG","v_Intercept_recrG.1","v_Intercept_recrG.2","v_Intercept_recrG.3","v_Intercept_recrG.4","Intercept_survK","b_NG_survK","b_z_survK","b_zNG_survK","v_Intercept_survK.1","v_Intercept_survK.2","v_Intercept_survK.3","v_Intercept_survK.4","sigma_stream_K","Intercept_growK","b_NG_growK","b_z_growK","b_z2_growK","b_zNG_growK","v_Intercept_growK.1","v_Intercept_growK.2","v_Intercept_growK.3","v_Intercept_growK.4","sigma_growK","Intercept_recrK","b_NG_recrK","b_z_recrK","b_zNG_recrK","v_Intercept_recrK.1","v_Intercept_recrK.2","v_Intercept_recrK.3","v_Intercept_recrK.4","lp__"
"1634",0.512535,0.114838,-0.0560142,0.0316608,-0.315637,-0.299662,0.188075,-0.0429081,0.810357,19.4886,0.57527,0.709715,-0.00904056,0.280717,1.27141,-0.712836,-0.890451,0.972844,0.836862,0.48994,0.149807,0.0461517,-0.546884,-0.357385,-0.553555,-0.387118,2.40049,-1.20813,-0.00605288,0.0274555,-2.24499,-2.00092,-2.08323,-1.15594,1.55151,24.663,-0.808511,0.667939,0.00242466,0.0268188,0.191436,1.14393,-1.31591,-2.35322,1.92649,-1.59321,-1.89238,0.0714506,0.011912,-0.0291251,0.0316882,-2.30142,1.49557,-539.418
"1635",0.912136,-0.274303,0.00433411,0.0897093,-0.577101,-0.84956,0.506457,-0.467689,0.560541,19.5551,0.789778,0.766463,-0.024773,0.0580074,1.13114,-0.899361,-0.252742,1.04661,0.785665,0.400627,0.0960392,0.10253,-0.508149,-0.219162,-0.639854,-0.111728,1.94271,-1.05628,-0.00388225,0.0268869,-1.32042,-1.91581,-1.69624,-0.408045,2.17544,25.2873,-1.59428,0.745694,0.00155461,0.0273888,-0.603372,0.774397,-1.72876,-3.16609,2.30937,-0.66258,-1.56237,0.078582,0.0180381,-1.80286,-1.60325,-3.92839,0.396434,-547.193
"1636",1.44945,-0.0984665,0.0394522,0.0407631,-0.941727,-0.931252,0.452314,-0.366352,1.09306,19.3858,0.605402,0.7353,-0.0477066,0.53871,1.5078,-0.802506,-0.230023,0.971701,0.658585,0.398968,0.0998201,0.0908603,-0.251679,0.0992988,-0.467366,-0.102169,1.99414,-0.114536,0.0213688,-0.0183045,-1.92347,-3.06063,-1.85049,-1.42687,1.83606,24.6658,0.0124134,0.708649,0.00211733,-0.00315567,-0.436953,1.7872,-2.6452,-2.52545,2.03321,-1.39828,-1.54764,0.0675444,0.00848246,-0.134424,-0.0187153,-2.87462,1.70783,-553.472
"1637",0.577986,0.0228947,-0.0635435,0.0505804,-0.362389,-0.164444,0.592703,-0.132472,0.732837,19.4565,0.755569,0.704077,-0.0256627,0.352075,1.31971,-1.26159,-1.00599,1.00125,0.914098,0.338381,0.123402,0.0693,-0.54366,-0.374218,-0.520289,-0.359914,1.55562,-0.638556,-0.0162296,0.0229409,-1.6664,-0.81293,-1.15719,-1.2257,1.51734,23.5331,-0.957676,0.800497,0.000983383,0.00738135,0.643417,1.83758,-0.297756,-1.25038,2.07215,-1.14144,-1.38757,0.0799553,0.00271861,-0.66372,-1.19217,-3.09013,1.17383,-537.545
"1638",0.0319233,-0.171313,-0.075477,0.158078,0.210878,0.114866,1.50009,0.553599,0.728507,20.0274,0.836636,0.718407,-0.0477467,-0.252307,0.831739,-1.76833,-1.05682,1.01856,0.850811,0.436404,0.170429,0.0477496,-0.648327,-0.560969,-0.695435,-0.581157,1.48566,0.0740174,0.0189525,-0.0114375,-1.34236,-1.31798,-2.05467,-1.09616,1.32109,25.1394,-1.40962,0.741236,0.00158892,0.0258172,-0.299269,1.30522,-1.39302,-2.67026,2.02797,-1.17891,-1.23497,0.0692171,0.00169166,-0.349403,-0.835478,-2.64317,1.50646,-547.162
"1639",0.371314,-0.123883,-0.020326,0.111087,-0.0669583,-0.0714539,0.827264,0.152717,0.571053,19.8136,0.561843,0.745938,-0.0769125,-0.0484218,0.685296,-1.14333,-1.32256,1.05754,0.630002,0.385215,0.145306,0.0377985,-0.359183,-0.111465,-0.445995,0.0722176,1.48284,-0.971185,-0.0218282,0.0297721,-1.45965,-1.55006,-0.917612,-0.582333,2.97377,26.2921,-0.854804,0.650731,0.00255449,0.0219386,-1.78748,0.830627,-2.65868,-4.2433,1.85784,0.395683,-1.78058,0.0603536,0.00870418,-1.24293,-1.95949,-3.38931,-0.292796,-548.357
"1640",0.0594713,-0.176839,0.0319522,0.0256813,-0.188473,0.127064,1.38651,0.36516,1.13686,19.41,0.816463,0.705358,0.000390571,0.399728,1.45214,-0.952276,-0.811276,1.05566,0.793928,0.353584,0.139656,0.0485404,-0.541733,-0.200124,-0.432733,-0.145035,1.69296,-0.0271929,0.00721022,-0.00952126,-1.56439,-1.29821,-1.85684,-1.60672,2.66095,24.2888,-1.07098,0.666772,0.00227879,0.0302365,0.555664,2.72134,-0.183086,-2.44578,1.7723,-1.47404,-1.88469,0.0838812,0.00761054,-0.357137,-0.506292,-2.99097,1.34489,-540.36
"1641",0.578921,-0.00817038,0.0983314,-0.0128387,-0.262735,-0.21891,0.555453,-0.249024,0.571006,19.9477,0.576934,0.721222,-0.0479018,-0.0990438,1.28194,-1.49944,-1.11912,0.996227,0.724305,0.380763,0.132126,0.0505437,-0.369825,-0.0703629,-0.547802,-0.090085,2.11399,-0.686232,-0.0169778,0.0126813,-1.67688,-1.87467,-1.35958,-1.34425,2.36473,23.4267,-0.862834,0.691212,0.00205596,0.052651,0.137989,2.64573,0.0293044,-1.73169,1.81167,-1.23184,-1.46684,0.0759667,0.0196994,-1.58429,-0.715898,-2.61706,1.17542,-543.893
"1642",0.518359,-0.193129,-0.0285636,0.0125351,-0.142487,-0.413005,0.689668,-0.63345,0.752953,19.1942,0.372353,0.739062,-0.0266553,0.703232,1.797,-0.458433,-0.205254,1.06888,0.886516,0.314554,0.13356,0.0490565,-0.587709,-0.154728,-0.474388,-0.265593,1.62675,-0.0284983,0.0316437,-0.0259866,-2.16875,-2.23097,-2.68809,-1.60107,1.87179,22.6068,-1.12842,0.777729,0.00127879,0.0320641,0.997975,3.30722,-0.204046,-0.391461,1.71689,-1.20012,-1.0167,0.0799857,0.00843855,-1.37054,-1.43568,-2.86088,1.15505,-542.406
"1643",0.0336955,-0.0591092,-0.00784317,0.0425599,-0.235066,0.427093,1.23694,-0.00823946,1.21267,19.3773,0.430197,0.695467,-0.00319121,0.684237,1.61123,-0.748397,-0.59404,1.04665,0.9116,0.393493,0.131008,0.0532593,-0.578851,-0.379522,-0.72635,-0.357378,1.83234,0.334138,0.0236532,-0.0369872,-2.03322,-1.68476,-2.17086,-2.08554,2.31816,25.8803,-1.15207,0.714601,0.0020791,0.0208497,-1.5776,0.250767,-2.62133,-3.73336,1.92059,-1.73103,-1.81579,0.067229,0.0111696,0.398641,-0.0945936,-1.78812,1.83799,-543.832
"1644",0.645159,0.0411947,-0.017937,0.0568836,-0.607307,-0.490334,0.24001,-0.19448,0.604286,19.827,0.822587,0.719262,-0.0109431,-0.0848788,1.04857,-1.23125,-1.02466,1.10273,0.708768,0.336117,0.103764,0.0952264,-0.317236,-0.0204428,-0.459482,-0.0416806,1.4846,-0.364952,0.00981158,0.00714267,-1.85317,-1.82261,-2.05328,-0.459244,1.83551,24.3777,-0.124459,0.747381,0.00165201,0.00636684,-0.720145,0.781592,-1.60997,-3.06718,1.86051,-0.718168,-1.64078,0.0708719,0.00888627,-0.400752,-1.18708,-3.11827,0.810275,-534.529
"1645",0.246082,0.314894,-0.0253625,0.0894728,-0.370787,0.354356,1.17047,-0.119841,0.969827,20.2704,0.840338,0.678755,0.00446128,-0.533527,0.595521,-1.67465,-1.4331,1.0175,0.794778,0.284833,0.107432,0.0978821,-0.403407,-0.136879,-0.421407,-0.15537,1.49532,-0.591603,-0.02115,0.0215998,-2.037,-1.06057,-1.16039,-0.321,1.77114,25.1204,-0.758577,0.729405,0.00195596,0.0104608,-2.02943,0.439499,-2.44175,-3.37538,1.8681,-1.54662,-1.59124,0.0599696,0.0257245,0.0514344,0.0201485,-1.79773,1.63143,-549.714
"1646",0.78411,-0.182503,0.06428,0.0116928,-0.425427,-0.184827,0.590396,-0.181844,0.611138,19.6879,0.383155,0.755128,-0.0804237,0.32917,1.25072,-1.00136,-0.730462,0.943011,0.720972,0.376909,0.148939,0.0175409,-0.428554,0.0479439,-0.554608,-0.130352,1.9021,-0.232733,0.00593872,-0.0181685,-2.18785,-1.33387,-1.42964,-1.31026,1.85835,25.3058,-1.95514,0.680779,0.00220296,0.0642876,-0.0957504,1.07991,-1.389,-3.53874,2.0382,-1.51783,-1.61347,0.0714004,0.00609741,0.0900935,-0.508109,-2.64841,1.64256,-546.714
"1647",0.478447,0.178223,-0.0170705,0.0108648,-0.427956,-0.37923,0.148626,-0.457915,0.705164,19.5552,0.691458,0.716718,-0.00841816,0.166421,1.27644,-0.836124,-0.60228,0.963903,0.645717,0.521246,0.139839,0.0353843,-0.435733,0.0625649,-0.571686,-0.100044,1.533,0.428249,0.0153961,-0.00848434,-1.73742,-2.22255,-2.1371,-1.31563,1.34289,23.1905,-1.9453,0.735792,0.00174413,0.059708,1.6168,2.79221,-0.0644595,-0.161923,1.92846,-1.31166,-1.48919,0.0641769,0.013575,-0.310283,-0.372271,-2.62789,1.29861,-543.102
"1648",0.404168,-0.211034,0.00637128,0.0234485,-0.261642,-0.249612,1.0068,0.0429958,0.515722,18.9995,0.75588,0.71553,0.0186089,0.857296,1.4455,-0.620718,-0.132855,0.973606,0.793372,0.460106,0.15117,0.0391218,-0.516226,-0.33048,-0.619884,-0.282776,1.86275,-0.629009,2.77345e-05,-0.00275294,-1.42989,-1.51325,-1.6072,-1.30396,1.45671,23.4387,-1.19628,0.755224,0.00165273,0.0282219,0.290969,2.09946,-1.22495,-1.81327,1.75636,-1.50906,-1.88277,0.0717075,0.00732047,0.247399,-0.256035,-2.39958,1.68418,-535.008
"1649",0.955113,0.370667,-0.0158625,0.0546073,-0.970299,-1.12338,-0.321675,-0.619322,0.970062,19.6227,0.494872,0.724226,-0.0468763,0.184643,1.29434,-1.08293,-0.780623,1.04371,1.1489,0.318829,0.141117,0.0437869,-0.765259,-0.36294,-0.827315,-0.389481,2.8102,-0.058346,0.00575341,0.00125772,-3.05971,-3.3708,-2.59762,-2.87802,1.76052,22.466,-0.477221,0.763366,0.00198282,-0.0316824,0.4667,2.07406,0.0319254,-0.873376,1.84472,-0.805581,-1.86839,0.0716407,0.0179123,-0.995809,-0.931883,-3.19185,0.917816,-543.455
"1650",0.919579,0.0212343,-0.0482403,0.0496522,-0.760097,-0.876365,-0.086229,-0.241499,0.606007,19.7833,0.946672,0.718357,-0.0405415,-0.222476,0.943047,-1.5803,-1.11516,0.958565,0.723918,0.433209,0.137306,0.0540928,-0.422413,-0.166427,-0.409781,-0.205877,1.67962,-0.0161213,0.00268888,-0.00265943,-2.04389,-2.0088,-1.3347,-1.47361,2.36137,22.6852,-1.37019,0.778927,0.00106136,0.0327129,1.93217,3.07302,0.400234,-0.950402,1.72875,-0.302059,-1.62069,0.077647,0.0155078,-2.16106,-2.15021,-3.93914,0.477936,-542.938
"1651",-0.0594711,0.0175016,0.0187977,-0.0442011,0.32058,0.0349366,1.27829,0.37057,0.574737,19.4987,0.7304,0.696695,0.0239268,0.332113,1.33479,-1.0652,-0.616127,1.05774,0.668737,0.20631,0.121695,0.0712333,-0.123416,-0.0495709,-0.367445,0.0195447,1.40618,-0.319588,0.00274079,0.00818077,-1.77701,-1.55108,-1.27067,-0.342851,1.40901,23.597,-0.113527,0.661216,0.00247266,0.00961231,0.516443,2.35459,-0.673915,-2.04527,1.7878,-1.49674,-1.76737,0.0748641,0.00733189,0.0987324,-0.482204,-2.6496,1.62084,-539.774
"1652",0.935637,0.211381,-0.110991,0.198935,-0.73237,-0.648582,0.421406,-0.546945,0.590308,19.3827,0.747157,0.697695,0.0150973,0.410269,1.05445,-0.936782,-0.594507,1.03637,0.614475,0.390177,0.121927,0.0612314,-0.268202,-0.130665,-0.541248,0.164098,1.91245,-0.00315748,0.00331964,-0.00465808,-2.00262,-2.14067,-2.03685,-1.64285,2.74505,22.1513,-1.12243,0.779196,0.00150651,0.00564831,0.858192,4.49971,0.514067,-1.12107,2.43001,-1.04706,-1.69134,0.0782623,0.00767381,-0.713012,-1.10683,-3.27568,1.07428,-549.318
"1653",1.10924,-0.295779,0.0701917,0.0172763,-0.748596,-1.07853,0.374358,-0.441924,0.891004,19.8232,0.830071,0.726569,-0.00659387,-0.0933811,1.02221,-1.25538,-1.27944,1.04815,0.645469,0.514552,0.142324,0.0370227,-0.25334,-0.048833,-0.530209,-0.243224,1.88671,-0.153416,0.00648659,-0.00268767,-2.46098,-2.73506,-2.26306,-1.3533,2.50494,21.0273,-0.790793,0.729467,0.00181815,0.0214472,2.60731,4.75905,1.66156,0.926799,1.80574,-1.31677,-1.48241,0.0706225,0.0110359,-0.127613,-0.494877,-3.08706,1.66764,-541.113
"1654",0.397626,-0.0890001,0.0310959,0.00244085,0.077864,-0.152377,0.916762,0.296616,0.720591,19.6297,0.668514,0.74118,0.00668414,0.0991167,1.39616,-1.05187,-0.732993,0.996083,1.29999,0.431977,0.159349,0.0253232,-1.04263,-0.885526,-1.16694,-0.810729,2.34134,-0.745276,-0.00765504,0.00705245,-1.74437,-1.64733,-2.16627,-1.46905,1.90446,21.4802,-0.826918,0.664323,0.00244727,0.00535928,3.44509,5.628,2.13051,0.895516,1.90834,-1.63313,-1.98256,0.0616457,0.0150806,0.559722,0.483284,-1.77692,1.88668,-544.935
"1655",0.301178,-0.00253335,0.00772674,0.0909259,-0.208341,-0.520778,1.00646,0.473112,0.873977,19.5894,0.583156,0.699767,0.0256729,0.308603,1.36923,-0.934353,-0.860584,1.11511,0.677448,0.460933,0.140178,0.0592873,-0.375542,-0.0308352,-0.543266,-0.172788,2.19128,-0.334348,0.0411507,-0.0219925,-2.69772,-2.3845,-2.82814,-1.50601,1.66408,23.9068,-0.944218,0.747746,0.00164441,0.000236076,0.397998,2.01929,-0.464797,-1.86315,1.64502,-0.752336,-0.895255,0.0863109,0.00112685,-1.88949,-2.16495,-3.99447,0.401773,-541.653
"1656",0.603109,0.348112,-0.0222559,0.0276377,-0.701741,-0.142844,0.592977,0.00296777,0.907039,19.4563,0.770034,0.719916,-0.00378988,0.108801,1.19207,-0.799694,-0.633908,1.07909,0.857164,0.523813,0.116487,0.0614805,-0.664045,-0.147821,-0.62463,-0.213337,2.08087,-0.15495,0.0116586,-0.00709762,-2.87188,-2.51988,-2.40064,-1.69814,2.10205,23.7394,-1.49947,0.724835,0.00178671,0.0151704,0.690258,2.98812,-0.422826,-1.186,2.12295,-1.2414,-1.90003,0.0748464,0.0238897,-1.21712,-0.930886,-3.01976,1.13447,-540.102
"1657",0.655802,-0.615946,-0.0053907,0.0377083,-0.5254,-0.162459,1.10179,0.203234,0.798174,19.412,0.833123,0.743466,-0.0215984,0.364581,1.48801,-0.956677,-0.528119,1.01507,0.71661,0.355889,0.115659,0.0830241,-0.369886,-0.211202,-0.540891,-0.157194,1.42865,-0.618366,0.0227102,-0.00983345,-2.33049,-1.71889,-1.22398,-0.424593,1.69483,22.9423,-0.739928,0.684542,0.00206148,0.02963,1.89508,3.04257,0.551909,-1.18653,1.91329,-0.535445,-1.4532,0.0731412,-0.00120337,-1.05238,-1.07599,-3.2428,0.573961,-541.503
"1658",0.00629174,0.269277,0.0254838,0.0788439,-0.147738,-0.271511,0.89537,0.27962,0.683319,19.8177,0.717174,0.722315,-0.0229957,-0.127754,0.998417,-1.43427,-0.911325,1.06017,0.759699,0.371008,0.111292,0.0795738,-0.583214,-0.128582,-0.7036,-0.237173,1.91672,-0.163963,0.00132634,0.00663434,-2.03165,-1.85842,-1.94233,-0.982449,1.81727,23.3021,-0.703482,0.724827,0.0019587,0.0180263,0.793081,2.68872,-0.173159,-1.55788,2.01574,-0.512011,-1.66304,0.0650801,0.0202089,-1.60212,-1.31935,-2.39215,0.699728,-540.629
"1659",-0.538876,0.0671574,-0.0165712,0.0345095,0.720278,0.296409,2.01866,0.967023,1.32454,20.3488,0.708932,0.714506,0.0135258,-0.499217,0.740381,-1.60682,-1.82944,1.01754,0.702568,0.47288,0.11833,0.0549741,-0.411276,0.0556924,-0.466175,-0.0884604,2.2113,-1.16371,-0.00478034,0.00853124,-1.71269,-1.81717,-1.98818,-0.596372,1.89037,23.5496,-1.02274,0.822534,0.000886253,0.00712543,0.887448,2.32499,-0.424896,-1.90063,2.08515,-1.419,-2.17188,0.0780016,0.0256155,-0.85973,-0.827803,-2.87365,1.51569,-543.101
"1660",0.88185,0.152634,-0.0047699,0.0676229,-0.492689,-0.826797,-0.260742,-0.230343,0.927157,19.1799,0.611958,0.719379,-0.0597628,0.594363,1.81384,-0.424023,-0.165357,0.936027,0.619302,0.257025,0.120417,0.0630018,-0.255031,0.0771347,-0.288598,0.0534429,1.39569,-0.58518,0.0142463,0.00238999,-1.73354,-1.42449,-1.09162,-0.970953,1.43908,23.2715,-0.21449,0.729955,0.00168422,0.0172338,1.57196,2.54347,-0.869428,-1.31626,2.13938,0.11976,-1.9098,0.0750831,0.0141947,-1.77187,-2.12261,-4.13183,0.0486323,-551.231
"1661",1.02852,0.117736,0.0367311,-0.00684053,-1.07678,-1.46946,0.187698,-0.15371,0.973653,19.3745,0.609268,0.731666,-0.070742,0.416846,1.49728,-0.840271,-0.757644,1.04753,0.694967,0.531165,0.156695,0.0270262,-0.472867,-0.219329,-0.513626,-0.124446,3.03841,0.512457,0.0147838,-0.0269871,-3.17517,-3.84548,-3.03448,-3.27314,2.51708,24.4002,-1.17967,0.755596,0.00148286,0.0382299,0.0797394,1.56493,-1.45127,-1.85377,2.05823,-0.860331,-1.62169,0.0892697,0.0097291,-1.61319,-2.07403,-3.93645,0.65879,-544.198
"1662",0.228304,-0.0733757,0.0413437,0.0408517,-0.140399,0.107232,1.33168,0.380562,0.865416,19.7448,0.63516,0.717374,-0.0315832,0.114357,0.997527,-1.22941,-1.39915,0.973418,0.787073,0.3763,0.136758,0.0356962,-0.476687,0.04288,-0.520197,-0.103154,1.52319,-0.961282,0.00626975,0.00660226,-1.50752,-1.20238,-1.6943,-0.735272,1.43234,23.7022,-1.25972,0.727063,0.00181232,0.0275098,1.11144,1.36328,-0.714205,-1.08013,2.15974,-0.710104,-1.34502,0.0797692,0.0079659,-1.50539,-1.77391,-3.52946,0.410011,-537.191
"1663",0.977405,0.0464823,-0.0307622,0.0611741,-0.804707,-0.721755,0.28825,-0.816788,1.21727,19.9846,0.554515,0.735952,-0.0872323,-0.103159,1.0902,-1.44687,-1.44429,0.97669,1.26159,0.0934316,0.0999412,0.0968853,-0.678069,-0.506289,-0.85695,-0.546382,1.87143,-0.976201,0.000901074,0.00408069,-1.49146,-1.21865,-1.81098,-0.837208,1.63178,23.5318,-0.475677,0.739262,0.00180261,0.0118884,0.279381,2.03367,-0.522027,-1.92624,2.13088,-1.00338,-1.26739,0.0782538,-0.00334019,-0.651347,-1.47797,-2.90501,0.779251,-540.114
"1664",0.590656,-0.359749,-0.0215153,0.00458644,-0.420272,-0.433268,1.23113,0.479982,1.20119,19.9162,0.556313,0.688735,0.000160246,0.0247724,0.970795,-1.30389,-1.32829,1.09758,0.626919,0.464016,0.144634,0.0250881,-0.248721,-0.0157941,-0.479514,-0.14669,1.40652,-0.597786,0.0157736,-0.00598954,-1.54714,-0.918796,-1.45246,-0.436153,1.11365,23.4637,-0.868554,0.722008,0.00197931,0.0109588,0.451455,1.99618,-0.5586,-1.51223,2.027,-1.58043,-1.21343,0.0875398,0.00255209,-0.898411,-1.04754,-3.46449,1.14974,-544.123
"1665",0.705836,-0.13075,0.0151538,-0.0251633,-0.73474,-0.395498,0.728972,-0.0316061,0.525715,19.2687,0.773381,0.68055,-0.0142526,0.448615,1.20208,-0.687727,-0.526998,0.94684,0.806726,0.237714,0.121755,0.0846422,-0.452539,-0.096027,-0.535098,0.0423233,1.51621,-0.290375,-0.0112409,0.0217524,-1.83147,-1.98767,-1.71986,-1.21214,2.24715,21.2302,-0.282721,0.723722,0.00193931,0.00672499,3.01377,4.35279,1.36549,0.0199272,1.91922,-1.67703,-1.5123,0.0745248,0.00921239,0.0756794,0.0645748,-2.42885,1.86007,-546.845
"1666",1.12514,-0.320574,1.85615e-05,0.0968871,-0.916169,-0.99503,0.555371,-0.622765,1.12872,19.2279,0.73199,0.645605,0.074721,0.603403,1.70346,-0.844756,-0.34785,1.03353,0.841937,0.364384,0.0967741,0.101436,-0.633776,-0.265398,-0.7166,-0.296365,1.47459,-1.22185,-0.00862807,0.0324567,-0.927032,-1.58306,-1.39797,-0.812372,1.11152,24.4315,-1.06734,0.754199,0.00149528,0.013196,-0.125112,0.804968,-0.749461,-1.45746,2.24064,-1.34591,-1.13239,0.0634601,0.000210009,0.302613,-0.132958,-2.07926,1.46147,-550.173
"1667",0.430971,0.236455,0.0297443,0.0334299,-0.530187,-0.347841,0.70163,0.174479,0.857432,20.0471,0.62488,0.697475,-0.0387953,-0.278948,0.979679,-1.63241,-1.3889,1.0564,0.881436,0.288581,0.110623,0.0672676,-0.408631,-0.117367,-0.655902,-0.207284,1.82009,-0.408632,-0.000714501,-2.71101e-06,-1.45972,-1.53025,-1.42815,-0.96201,2.84729,24.6037,-0.913618,0.720024,0.00194173,0.00662308,0.115048,0.879323,-0.605373,-2.55841,1.99209,-0.445013,-1.66259,0.0630356,0.0158666,-0.771274,-0.905037,-3.01981,0.58725,-535.82
"1668",0.70768,0.140668,-0.00160297,0.0859329,-0.399209,-1.10329,0.548426,-0.144618,0.83897,19.6289,0.58815,0.723627,-0.00516652,0.108637,1.2737,-1.08966,-0.964363,1.04733,0.695686,0.579507,0.163762,0.0168093,-0.490576,-0.409394,-0.59069,-0.278965,1.50362,-0.34037,0.00122026,0.00718127,-2.39613,-1.53687,-1.45842,-1.3639,1.69664,23.8243,-1.00465,0.730878,0.00165109,0.0238368,0.560536,2.65918,-1.26465,-1.97872,1.96892,-0.848347,-1.39104,0.0718439,-0.00147479,-0.191438,-1.60081,-3.09945,0.992917,-543.572
"1669",0.6165,0.0806661,-0.0133862,0.0583987,-0.254812,-0.371985,0.815521,0.163366,0.618535,19.8883,0.587801,0.734274,0.00360468,-0.131217,0.965398,-1.26287,-1.07167,1.01003,0.85294,0.55616,0.101981,0.0808307,-0.404507,-0.19697,-0.634162,-0.329463,1.54407,-0.681425,0.00356942,0.00175255,-2.23903,-1.79809,-1.15029,-0.908387,1.61731,22.9279,-1.05119,0.767665,0.00150462,0.0120492,1.31753,2.93385,-0.292292,-1.01944,2.0641,-0.503121,-1.79418,0.0660393,0.0124083,-0.640596,-1.07349,-3.4683,0.685648,-537.89
"1670",-0.112275,0.157936,0.0505298,0.0139264,0.411594,-0.242161,1.51804,0.705428,1.0712,19.32,0.655472,0.715234,-0.0114984,0.521714,1.96449,-0.750399,-0.298691,1.02449,0.762148,0.367245,0.133193,0.0540541,-0.486466,-0.155472,-0.467936,-0.195217,1.66312,-0.398961,0.0109302,-0.00848879,-1.48939,-1.58601,-1.78887,-1.41359,1.4313,23.7475,-1.11736,0.78106,0.00104386,0.0190189,1.67879,2.24313,-0.275888,-1.48755,2.07337,-1.70271,-2.20256,0.0786546,0.0206867,-0.318863,-0.478011,-2.74387,1.99609,-538.782
"1671",0.613554,-0.143535,-0.0117835,0.11241,-0.0698184,-0.625735,0.706534,-0.259709,0.452761,19.595,0.615418,0.726431,-0.00314397,0.0768547,1.03147,-0.950465,-0.520336,1.03718,0.676851,0.243854,0.0951506,0.113415,-0.226679,0.0404368,-0.312166,0.100018,1.75086,-0.328534,0.0138837,-0.010374,-2.25308,-1.80032,-1.70726,-1.25069,1.52176,23.7969,-0.873005,0.732491,0.0017394,0.0192046,-0.146167,2.30035,-0.3609,-2.0561,2.09938,-1.73765,-2.0595,0.0769645,0.014128,-0.245234,-0.29176,-2.49628,1.7834,-536.753
"1672",0.110188,0.443907,0.0523152,0.0856165,-0.083167,0.188281,1.16625,0.303658,0.636113,19.4768,0.661494,0.698088,0.00371942,0.456437,1.35041,-0.808108,-1.04878,0.960256,0.831765,0.513846,0.11209,0.0510661,-0.510016,-0.0240514,-0.718857,-0.286532,1.4602,-0.196785,0.00432228,-0.00666806,-1.61568,-1.71346,-1.30939,-1.23557,1.6585,24.5823,-0.631185,0.74961,0.00195657,-0.00592449,-0.82929,0.649091,-1.53753,-3.15497,1.94816,-1.70662,-1.58937,0.0679513,0.00962763,0.1436,-0.390269,-2.08232,1.89439,-542.61
"1673",0.512807,-0.181063,-0.0343393,0.0990361,-0.270089,-0.56416,1.00174,0.332137,0.596786,19.1774,0.526881,0.748962,-0.0961132,0.563835,1.31939,-0.453495,-0.128456,1.05138,0.901352,0.257099,0.134061,0.0711632,-0.629127,-0.460075,-0.683804,-0.338012,1.69449,-0.219195,-0.00236461,0.0163842,-1.39337,-1.8707,-1.90129,-0.957608,1.20042,24.4701,-0.433445,0.735342,0.00206255,-0.0227299,-0.467093,0.407806,-1.49125,-2.19962,2.48548,-1.25918,-1.49181,0.08235,0.004496,-1.11755,-1.26194,-2.73876,1.24717,-547.353
"1674",0.00926649,0.417792,-0.0202722,0.0269681,0.0163813,0.152286,0.805683,0.385278,0.72241,19.4382,0.513504,0.678579,0.00978117,0.616495,1.5188,-1.06658,-0.973813,1.00795,1.05895,0.417715,0.144372,0.0221465,-0.627978,-0.499774,-0.62426,-0.39747,1.52162,-0.25141,0.021626,-0.0157053,-1.82484,-2.04685,-2.17572,-0.913441,2.407,22.8988,-0.882724,0.759173,0.0013485,0.0145988,2.26417,3.55465,0.105269,-0.752275,1.9263,-0.595384,-1.66483,0.0801715,0.00684893,-1.41312,-1.54537,-3.61906,0.671689,-544.242
"1675",0.272115,0.147584,-0.0852259,0.134748,-0.286574,-0.20309,0.862076,0.340161,0.708421,19.7941,0.618696,0.769229,-0.0683685,-0.108775,1.27598,-1.28246,-1.24653,1.07656,0.891722,0.130093,0.0884152,0.11416,-0.48092,-0.21714,-0.466549,-0.0879732,1.58513,-1.42415,-0.0101562,0.0341586,-1.13625,-1.2073,-1.00892,-0.12218,1.97121,25.5676,-1.28579,0.676493,0.00212174,0.0329428,-0.961107,0.687321,-2.01588,-2.68739,1.79437,-0.0392266,-1.31934,0.0762054,0.0128758,-2.08317,-1.54178,-4.07135,0.204512,-553.137
"1676",1.15685,0.276079,-0.00200877,0.0819187,-0.849661,-0.89575,-0.00641645,-0.684298,0.65105,19.2216,0.774768,0.696501,-0.0176809,0.476528,1.6088,-1.06424,-0.41547,1.14236,0.652927,0.346849,0.140218,0.0318457,-0.253366,-0.245019,-0.499251,-0.00336653,1.45277,-0.252089,0.0105814,-0.00062121,-2.25364,-1.79261,-1.78438,-1.16803,2.9497,22.9996,-0.321791,0.749311,0.00178917,0.017823,-0.596311,3.02475,-1.1459,-1.29831,2.09375,-1.5785,-1.64296,0.0742065,0.0144028,-0.557075,-0.598159,-2.50272,1.89763,-550.241
