"","b_Intercept","b_NG","b_Density","bs_sz_1","bs_szNG_1","sd_stream__Intercept","sds_sz_1","sds_szNG_1","sigma","r_stream.1.Intercept.","r_stream.2.Intercept.","r_stream.3.Intercept.","r_stream.4.Intercept.","s_sz_1.1.","s_sz_1.2.","s_sz_1.3.","s_sz_1.4.","s_sz_1.5.","s_sz_1.6.","s_sz_1.7.","s_sz_1.8.","s_szNG_1.1.","s_szNG_1.2.","s_szNG_1.3.","s_szNG_1.4.","s_szNG_1.5.","s_szNG_1.6.","s_szNG_1.7.","s_szNG_1.8.","lprior","lp__"
"1",0.144015732953472,-0.034983428400028,-0.0184155882742443,-0.967882963795762,-0.660805081421181,0.0189873524645393,0.206888147556141,0.171043342421329,0.0629826298308724,-0.00159892033696386,0.0430518279129851,-0.019675931313062,-0.0358720710985262,-0.113578661606425,0.116258601437039,-0.0345129046751133,0.280924697794817,0.126482584200862,0.0225563758867389,0.365907419731687,-0.0670915964157299,-0.225239921898665,-0.182938187832395,-0.273745474315263,-0.0532575337472291,0.244217384214495,0.160708587422459,0.105369034700646,0.316824982340697,-6.82211770970552,158.574319755428
"2",0.151037303801591,-0.0344224479414628,-0.0193073127172389,-1.17109442994432,-0.9624757451532,0.0271058585537179,0.296303499777847,0.215623895526715,0.0619012123309209,-0.00798244011305503,0.0553228842456574,-0.0269567367356233,-0.0413092297050933,-0.164597394908136,0.148079323826525,-0.135420690314072,0.236887977510217,0.128941088198807,0.0336750251193614,0.538637370808268,-0.192097936135468,-0.199475628951568,-0.217167915366948,-0.412361322836539,-0.0928693300184431,0.301511941139405,0.123588089281293,-0.0265910556476981,0.473724845011887,-6.82889193434498,159.0308282899
"3",0.0775615971562659,0.0162072740120005,-0.021952194905314,0.105941967861534,-0.570683658967464,0.0617798250050392,0.178466164111435,0.385806427805836,0.0629880903138524,0.0211218486636906,0.041562265402242,-0.0364077153121569,-0.0398672191802203,-0.0347445012009255,0.000927540796056549,0.0452023407817763,0.0171842524022743,0.00760169353264336,-0.144788307102541,-0.488551375514659,0.123392292283751,0.358109864075027,0.467192233655122,-0.393765267708861,-0.0869690763714326,-0.0314391534121487,0.0200438725112677,-0.144091648268277,-0.901597506753127,-6.83423311667427,166.729516307914
"4",0.0846910255925787,-0.00310676499926043,-0.0138471103535555,-0.566820725497525,-0.858714248406242,0.0446021851111101,0.0755301704611783,0.335150500128059,0.0587329678067095,0.0350949914748154,0.0552406273041262,0.000545255327258426,-0.0333696428187725,-0.00876653964866094,0.039131987564692,-0.0587881412591708,0.0720260237396372,0.0503856880047581,-0.00777192968041601,0.160691821792055,-0.0614293157211978,0.0977918703259801,0.0400523002862813,-0.356776918209562,-0.181238110914608,0.0985593554479469,0.430935193186023,0.0119163648178342,0.63748585274331,-6.82700115931784,166.592253917233
"5",0.0929124356520479,-0.0117730095743099,-0.000341690321451375,-0.367268562537266,-0.858337843252884,0.0437331631095627,0.152255552294731,0.311372381400319,0.0611762486013948,-0.012712895677779,0.0712727305076149,-0.00119288875142797,-0.0299389346485727,-0.0901502879288271,0.0215254042635355,-0.0453025947211268,0.165901981531131,0.156269446494696,-0.156821916635463,0.0310414732333136,-0.0841767029451385,0.503563017026562,-0.0382373535323929,-0.295597126153557,-0.126323172932368,-0.184469642084829,0.337237846118339,-0.00200982378541642,-0.0632481353057965,-6.82728665361929,167.262005142345
"6",0.0288793549825744,0.0253066084978298,-0.0402743391859759,-0.180145508788041,-0.672463823948808,0.0317823746668688,0.0216125109486351,0.292435370927062,0.0582909017928051,0.0606151055980016,0.0674495294250477,0.00474578705710228,-0.023145267571485,-0.00263960493400501,-3.53841865954449e-05,0.0310074526779913,0.019687410571875,0.00725804242876942,0.000742676836512039,-0.0103579133908246,-0.0274310575183811,-0.0955767500689784,0.481208397702779,-0.504562997505254,-0.135141951383153,0.344737754907319,-0.0116944615969019,-0.521665831140267,-0.174878078574807,-6.82316361105193,156.253174827586
"7",0.0284817336335917,0.0110807755516759,-0.0244210418143799,-0.241793984585073,-0.370408388146322,0.0324130750062759,0.063912203392803,0.232728816391563,0.0633499869660973,0.0449352161151146,0.0893560118046223,0.0351738085984106,-0.0145895832791687,0.119447169884522,0.0304856516386217,0.0776960617188708,0.154639368675953,-0.00595536275079691,0.0479163163821201,-0.0805334931650445,0.012178501835648,-0.246124198924383,0.293925423931527,-0.313661809782828,-0.0870658081053637,0.107415658856349,-0.0668360717716174,-0.174771871084102,0.335420911709455,-6.82016757279471,158.762313849892
"8",0.0765570368490609,-0.00847688071086398,-0.0240752861217807,-0.506923231736708,-0.41302623435028,0.0293239690188865,0.0656377256828291,0.440081402705605,0.0589066880900208,0.0329161748292186,0.0790353781006097,0.0169114559308146,-0.0236749037520638,0.0908589735872458,-0.0562733405377897,0.0404036117673665,0.13618804384977,0.0206429801012298,0.0675709196619727,-0.0733153939598974,-0.00975989403390083,-0.581389462665958,0.22459833707982,-0.501805582108156,-0.111376090853512,0.0696160908206717,0.291316612927631,-0.481812726363283,0.648836867514549,-6.83505184789112,163.359789081571
"9",0.094753594227136,-0.0107409357720597,-0.0174465791312397,-0.371484378361021,-0.226816479143169,0.0241878149765376,0.119989344037144,0.323196669381896,0.0580432913940271,0.0311377046896865,0.0598343029452005,0.00817305294582129,-0.0249534856088693,0.158454620402212,-0.156189179372868,0.0667624810113399,0.257283536436956,-0.00201502469420038,0.140540088188626,-0.151260811018027,-0.0581590372540178,-0.550545658211894,0.153695198012506,-0.218239892588062,-0.196136057728013,-0.0242447709548078,0.223266799834168,-0.367283610634469,0.472499540294668,-6.82687690928662,160.035070747422
"10",0.113934059725888,-0.00153302263766483,-0.0256321071367018,-0.614403520132675,-0.715165794882396,0.143333387611814,0.183556851058107,0.583391407027856,0.0631131517242472,0.0227155001189386,0.0439635924689329,-0.0253287914821015,-0.068432168974275,-0.30796431969953,0.260707115882826,-0.216368978754278,-0.126247501886235,0.0958935039106701,-0.173408758538608,0.190347479131063,0.189560401069593,0.629943657038122,0.156082805561808,-0.256536506632152,-0.250886921132408,0.3026346550317,0.024322646768795,-0.764486660041689,-0.752213058255972,-6.85650968658442,171.810154699715
